ID,Name,Version,Vendor,Category
3202407036259,!Pizza Merge!,1.0.0,Wizard Games Inc,Game
3201707014361,+700 Relaxing Music Channels - Calm Radio,2.1.1,CALM RADIO,Lifestyle
3202404035026,+וואלה,1.0.2,Walla News,Videos
3202403034781,100% NL,1.0.0,Mediahuis,Lifestyle
3202401033701,12 TV Parma,24.0.0,Fluidstream,Information
3202205027512,12+,2.47.0,Keshet Broadcasting,Videos
3201909019130,1940s-50s Video Library,1.0.0,Megadilla LLC,Videos
3201909019131,1960-70s Film Library,1.0.0,Megadilla LLC,Videos
3201710014863,2048 Maniac,2.0.0,"Retinmount, s.r.o.",Game
3202301029652,2048!,1.0.1,Play.Works LTD,Game
3202403034710,2048: Leaderboard Edition,1.0.1,MLV Studio,Game
3202405035415,2177: Galaxy Warriors,0.0.1,Inlogic Software s.r.o.,Game
3202401033731,2187,1.0.2,Andrejs Daņiļevičs,Game
3202206027789,24 FLIX,1.1.0,Castify,Videos
3202204027122,24Bicycle TV,1.0.0,TradeCast B.V.,Sports
3202407036158,2nd try,1.36.0,Vimeo OTT,Videos
3202204027059,2R2,1.3.0,ARTTOKEN,Information
3202112026010,3 Palavrinhas,4.53.1,myCast,Videos
3202308032124,360 Studios,1.0.1,Gizmeon,Videos
3202311033129,365livesport,1.0.0,365livesport,Sports
3201902017785,3Cat,3.4.5,CCMA S.A.,Videos
3202210028829,3GemConnect,1.0.4,3gem,Information
3202311033094,4 Matic Player,1.0.3,4 Matic Player,Videos
3202209028488,4biddenknowledge TV,1.32.0,4biddenknowledge Inc,Videos
3202409036809,4biddenknowledge TV Plus,1.0.0,4biddenknowledge Inc,Videos
3202305031113,4CornersTV,1.0.001,Lightcast.com,Lifestyle
3202307031579,4K IPTV Player,1.0.9,IPTV Player,Videos
3202004020488,4K Nature Relax TV,1.3.0,Pro Art Inc.,Videos
3202105023774,4k Ott,1.0.4,4kottsmart-tv,Videos
3202302030166,4K Player,1.0.0,maxytec,Information
3202305030865,4K TV Screensavers,1.3.0,Pro Art Inc.,Videos
3202406035886,51 Kuwait,1.0.5,Ooredoo Kuwait,Videos
3202302030186,67 Play,3.0.1,EiTV Entret. e Interatividade para TV Digital,Videos
3202012022395,8K Landscapes,1.6.0,Castify,Videos
3202207028004,90MIN CTV,1.0.739,Pro Sportority (Israel) Ltd.,Sports
3202209028361,9NEWS KUSA,2.0.9,Tegna,Information
3202201026267,A+ Cinema,4.53.1,myCast,Videos
3201410000325,A-Town News ＆ Weather,4.0.2,Zazoom LLC,Information
3202405035447,A9Xtream,4.0.0,9Xtream,Videos
3201803015964,Aastha,2.0.0,Vedic Broadcasting Limited,Videos
3202404034840,Abba Play,3.0.0,EiTV Entret. e Interatividade para TV Digital,Videos
3202209028360,ABC10 KXTV,2.0.9,Tegna,Information
3202205027438,Abe Player,1.0.3,Abe player ltd,Information
3202211029114,AbixTV,3.10.3,ABIX,Videos
3202007021392,Acorn TV,0.17.7,AMC,Videos
3202204027015,AcresTV,1.32.0,IFA Productions Inc.,Videos
3202211029183,Action News JAX,6.5.8,Cox Media Group,Information
3202401033893,ACTVDigitalPro,1.0.0,ACTVDigital Pro,Videos
3202108024756,ADA TV,1.0.1,PBHS,Education
3202302030137,Addatimes,1.0.6,Addatimes Media Pvt. Ltd,Videos
3202212029328,addus,1.4.0,addus,Information
3202112025927,ADN IPTV,3.10.3,American Data Networks by ADN IPTV,Videos
3202012022491,AdriaTelekom,2.2.5,WNET Media GmbH ,Videos
